region_code,alias,normalized_alias,priority
1159000000,서울 동작,서울동작,45
1159000000,서울 동작구,서울동작구,15
1144000000,서울 마포,서울마포,45
1144000000,서울 마포구,서울마포구,15
1141000000,서울 서대문,서울서대문,45
1141000000,서울 서대문구,서울서대문구,15
1165000000,서울 서초,서울서초,45
1165000000,서울 서초구,서울서초구,15
1120000000,서울 성동,서울성동,45
1120000000,서울 성동구,서울성동구,15
1129000000,서울 성북,서울성북,45
1129000000,서울 성북구,서울성북구,15
1171000000,서울 송파,서울송파,45
1171000000,서울 송파구,서울송파구,15
1100000000,서울시,서울시,30
1168000000,서울시 강남,서울시강남,45
1168000000,서울시 강남구,서울시강남구,15
1174000000,서울시 강동,서울시강동,45
1174000000,서울시 강동구,서울시강동구,15
1130500000,서울시 강북,서울시강북,45
1130500000,서울시 강북구,서울시강북구,15
1150000000,서울시 강서,서울시강서,45
1150000000,서울시 강서구,서울시강서구,15
1162000000,서울시 관악,서울시관악,45
1162000000,서울시 관악구,서울시관악구,15
1121500000,서울시 광진,서울시광진,45
1121500000,서울시 광진구,서울시광진구,15
1153000000,서울시 구로,서울시구로,45
1153000000,서울시 구로구,서울시구로구,15
1154500000,서울시 금천,서울시금천,45
1154500000,서울시 금천구,서울시금천구,15
1135000000,서울시 노원,서울시노원,45
1135000000,서울시 노원구,서울시노원구,15
1132000000,서울시 도봉,서울시도봉,45
1132000000,서울시 도봉구,서울시도봉구,15
1123000000,서울시 동대문,서울시동대문,45
1123000000,서울시 동대문구,서울시동대문구,15
1159000000,서울시 동작,서울시동작,45
1159000000,서울시 동작구,서울시동작구,15
1144000000,서울시 마포,서울시마포,45
1144000000,서울시 마포구,서울시마포구,15
1141000000,서울시 서대문,서울시서대문,45
1141000000,서울시 서대문구,서울시서대문구,15
1165000000,서울시 서초,서울시서초,45
1165000000,서울시 서초구,서울시서초구,15
1120000000,서울시 성동,서울시성동,45
1120000000,서울시 성동구,서울시성동구,15
1129000000,서울시 성북,서울시성북,45
1129000000,서울시 성북구,서울시성북구,15
1171000000,서울시 송파,서울시송파,45
1171000000,서울시 송파구,서울시송파구,15
1147000000,서울시 양천,서울시양천,45
1147000000,서울시 양천구,서울시양천구,15
1156000000,서울시 영등포,서울시영등포,45
1156000000,서울시 영등포구,서울시영등포구,15
1117000000,서울시 용산,서울시용산,45
1117000000,서울시 용산구,서울시용산구,15
1138000000,서울시 은평,서울시은평,45
1138000000,서울시 은평구,서울시은평구,15
1111000000,서울시 종로,서울시종로,45
1111000000,서울시 종로구,서울시종로구,15
1114000000,서울시 중,서울시중,45
1114000000,서울시 중구,서울시중구,15
1126000000,서울시 중랑,서울시중랑,45
1126000000,서울시 중랑구,서울시중랑구,15
1147000000,서울 양천,서울양천,45
1147000000,서울 양천구,서울양천구,15
1156000000,서울 영등포,서울영등포,45
1156000000,서울 영등포구,서울영등포구,15
1117000000,서울 용산,서울용산,45
1117000000,서울 용산구,서울용산구,15
1138000000,서울 은평,서울은평,45
1138000000,서울 은평구,서울은평구,15
1111000000,서울 종로,서울종로,45
1111000000,서울 종로구,서울종로구,15
1114000000,서울 중,서울중,45
1114000000,서울 중구,서울중구,15
1126000000,서울 중랑,서울중랑,45
1126000000,서울 중랑구,서울중랑구,15
1100000000,서울특별시,서울특별시,10
1168000000,서울특별시 강남구,서울특별시강남구,10
1174000000,서울특별시 강동구,서울특별시강동구,10
1130500000,서울특별시 강북구,서울특별시강북구,10
1150000000,서울특별시 강서구,서울특별시강서구,10
1162000000,서울특별시 관악구,서울특별시관악구,10
1121500000,서울특별시 광진구,서울특별시광진구,10
1153000000,서울특별시 구로구,서울특별시구로구,10
1154500000,서울특별시 금천구,서울특별시금천구,10
1135000000,서울특별시 노원구,서울특별시노원구,10
1132000000,서울특별시 도봉구,서울특별시도봉구,10
1123000000,서울특별시 동대문구,서울특별시동대문구,10
1159000000,서울특별시 동작구,서울특별시동작구,10
1144000000,서울특별시 마포구,서울특별시마포구,10
1141000000,서울특별시 서대문구,서울특별시서대문구,10
1165000000,서울특별시 서초구,서울특별시서초구,10
1120000000,서울특별시 성동구,서울특별시성동구,10
1129000000,서울특별시 성북구,서울특별시성북구,10
1171000000,서울특별시 송파구,서울특별시송파구,10
1147000000,서울특별시 양천구,서울특별시양천구,10
1156000000,서울특별시 영등포구,서울특별시영등포구,10
1117000000,서울특별시 용산구,서울특별시용산구,10
1138000000,서울특별시 은평구,서울특별시은평구,10
1111000000,서울특별시 종로구,서울특별시종로구,10
1114000000,서울특별시 중구,서울특별시중구,10
1126000000,서울특별시 중랑구,서울특별시중랑구,10
4477000000,서천,서천,50
4477000000,서천군,서천군,20
1165000000,서초,서초,50
1165000000,서초구,서초구,20
2827500000,서해,서해,50
2827500000,서해구,서해구,20
4113000000,성남,성남,50
4113000000,성남시,성남시,20
1120000000,성동,성동,50
1120000000,성동구,성동구,20
1129000000,성북,성북,50
1129000000,성북구,성북구,20
4784000000,성주,성주,50
4784000000,성주군,성주군,20
3600000000,세종,세종,30
3611000000,세종,세종,50
3611000000,세종 세종,세종세종,45
3611000000,세종 세종시,세종세종시,15
3611000000,세종시,세종시,20
3600000000,세종시,세종시,30
3611000000,세종시 세종,세종시세종,45
3611000000,세종시 세종시,세종시세종시,15
3600000000,세종특별자치시,세종특별자치시,10
3611000000,세종특별자치시 세종시,세종특별자치시세종시,10
5121000000,속초,속초,50
5121000000,속초시,속초시,20
1171000000,송파,송파,50
1171000000,송파구,송파구,20
2726000000,수성,수성,50
2726000000,수성구,수성구,20
2650000000,수영,수영,50
2650000000,수영구,수영구,20
4111000000,수원,수원,50
4111000000,수원시,수원시,20
5277000000,순창,순창,50
5277000000,순창군,순창군,20
1215000000,순천,순천,50
1215000000,순천시,순천시,20
4139000000,시흥,시흥,50
4139000000,시흥시,시흥시,20
1287000000,신안,신안,50
1287000000,신안군,신안군,20
4420000000,아산,아산,50
4420000000,아산시,아산시,20
4717000000,안동,안동,50
4717000000,안동시,안동시,20
4127000000,안산,안산,50
4127000000,안산시,안산시,20
4155000000,안성,안성,50
4155000000,안성시,안성시,20
4117000000,안양,안양,50
4117000000,안양시,안양시,20
5180000000,양구,양구,50
5180000000,양구군,양구군,20
4833000000,양산,양산,50
4833000000,양산시,양산시,20
5183000000,양양,양양,50
5183000000,양양군,양양군,20
4163000000,양주,양주,50
4163000000,양주시,양주시,20
1147000000,양천,양천,50
1147000000,양천구,양천구,20
4183000000,양평,양평,50
4183000000,양평군,양평군,20
1213000000,여수,여수,50
1213000000,여수시,여수시,20
4167000000,여주,여주,50
4167000000,여주시,여주시,20
2818500000,연수,연수,50
2818500000,연수구,연수구,20
2647000000,연제,연제,50
2647000000,연제구,연제구,20
4180000000,연천,연천,50
4180000000,연천군,연천군,20
1283000000,영광,영광,50
1283000000,영광군,영광군,20
4777000000,영덕,영덕,50
4777000000,영덕군,영덕군,20
2620000000,영도,영도,50
2620000000,영도구,영도구,20
4374000000,영동,영동,50
4374000000,영동군,영동군,20
1156000000,영등포,영등포,50
1156000000,영등포구,영등포구,20
1280000000,영암,영암,50
1280000000,영암군,영암군,20
4776000000,영양,영양,50
4776000000,영양군,영양군,20
5175000000,영월,영월,50
5175000000,영월군,영월군,20
2815500000,영종,영종,50
2815500000,영종구,영종구,20
4721000000,영주,영주,50
4721000000,영주시,영주시,20
4723000000,영천,영천,50
4723000000,영천시,영천시,20
4481000000,예산,예산,50
4481000000,예산군,예산군,20
4790000000,예천,예천,50
4790000000,예천군,예천군,20
4137000000,오산,오산,50
4137000000,오산시,오산시,20
4373000000,옥천,옥천,50
4373000000,옥천군,옥천군,20
2872000000,옹진,옹진,50
2872000000,옹진군,옹진군,20
1285000000,완도,완도,50
1285000000,완도군,완도군,20
5271000000,완주,완주,50
5271000000,완주군,완주군,20
1117000000,용산,용산,50
1117000000,용산구,용산구,20
4146000000,용인,용인,50
4146000000,용인시,용인시,20
4794000000,울릉,울릉,50
4794000000,울릉군,울릉군,20
3100000000,울산,울산,30
3100000000,울산광역시,울산광역시,10
3114000000,울산광역시 남구,울산광역시남구,10
3117000000,울산광역시 동구,울산광역시동구,10
3120000000,울산광역시 북구,울산광역시북구,10
3171000000,울산광역시 울주군,울산광역시울주군,10
3111000000,울산광역시 중구,울산광역시중구,10
3114000000,울산 남,울산남,45
3114000000,울산 남구,울산남구,15
3117000000,울산 동,울산동,45
3117000000,울산 동구,울산동구,15
3120000000,울산 북,울산북,45
3120000000,울산 북구,울산북구,15
3100000000,울산시,울산시,30
3114000000,울산시 남,울산시남,45
3114000000,울산시 남구,울산시남구,15
3117000000,울산시 동,울산시동,45
3117000000,울산시 동구,울산시동구,15
3120000000,울산시 북,울산시북,45
3120000000,울산시 북구,울산시북구,15
3171000000,울산시 울주,울산시울주,45
3171000000,울산시 울주군,울산시울주군,15
3111000000,울산시 중,울산시중,45
3111000000,울산시 중구,울산시중구,15
3171000000,울산 울주,울산울주,45
3171000000,울산 울주군,울산울주군,15
3111000000,울산 중,울산중,45
3111000000,울산 중구,울산중구,15
3171000000,울주,울주,50
3171000000,울주군,울주군,20
4793000000,울진,울진,50
4793000000,울진군,울진군,20
5113000000,원주,원주,50
5113000000,원주시,원주시,20
3020000000,유성,유성,50
3020000000,유성구,유성구,20
1138000000,은평,은평,50
1138000000,은평구,은평구,20
4377000000,음성,음성,50
4377000000,음성군,음성군,20
4872000000,의령,의령,50
4872000000,의령군,의령군,20
4773000000,의성,의성,50
4773000000,의성군,의성군,20
4143000000,의왕,의왕,50
4143000000,의왕시,의왕시,20
4115000000,의정부,의정부,50
4115000000,의정부시,의정부시,20
4150000000,이천,이천,50
4150000000,이천시,이천시,20
5214000000,익산,익산,50
5214000000,익산시,익산시,20
5181000000,인제,인제,50
5181000000,인제군,인제군,20
2800000000,인천,인천,30
2871000000,인천 강화,인천강화,45
2871000000,인천 강화군,인천강화군,15
2829000000,인천 검단,인천검단,45
2829000000,인천 검단구,인천검단구,15
2824500000,인천 계양,인천계양,45
2824500000,인천 계양구,인천계양구,15
2800000000,인천광역시,인천광역시,10
2871000000,인천광역시 강화군,인천광역시강화군,10
2829000000,인천광역시 검단구,인천광역시검단구,10
2824500000,인천광역시 계양구,인천광역시계양구,10
2820000000,인천광역시 남동구,인천광역시남동구,10
2817700000,인천광역시 미추홀구,인천광역시미추홀구,10
2823700000,인천광역시 부평구,인천광역시부평구,10
2827500000,인천광역시 서해구,인천광역시서해구,10
2818500000,인천광역시 연수구,인천광역시연수구,10
2815500000,인천광역시 영종구,인천광역시영종구,10
2872000000,인천광역시 옹진군,인천광역시옹진군,10
2812500000,인천광역시 제물포구,인천광역시제물포구,10
2820000000,인천 남동,인천남동,45
2820000000,인천 남동구,인천남동구,15
2817700000,인천 미추홀,인천미추홀,45
2817700000,인천 미추홀구,인천미추홀구,15
2823700000,인천 부평,인천부평,45
2823700000,인천 부평구,인천부평구,15
2827500000,인천 서해,인천서해,45
2827500000,인천 서해구,인천서해구,15
2800000000,인천시,인천시,30
2871000000,인천시 강화,인천시강화,45
2871000000,인천시 강화군,인천시강화군,15
2829000000,인천시 검단,인천시검단,45
2829000000,인천시 검단구,인천시검단구,15
2824500000,인천시 계양,인천시계양,45
2824500000,인천시 계양구,인천시계양구,15
2820000000,인천시 남동,인천시남동,45
2820000000,인천시 남동구,인천시남동구,15
2817700000,인천시 미추홀,인천시미추홀,45
2817700000,인천시 미추홀구,인천시미추홀구,15
2823700000,인천시 부평,인천시부평,45
2823700000,인천시 부평구,인천시부평구,15
2827500000,인천시 서해,인천시서해,45
2827500000,인천시 서해구,인천시서해구,15
2818500000,인천시 연수,인천시연수,45
2818500000,인천시 연수구,인천시연수구,15
2815500000,인천시 영종,인천시영종,45
2815500000,인천시 영종구,인천시영종구,15
2872000000,인천시 옹진,인천시옹진,45
2872000000,인천시 옹진군,인천시옹진군,15
2812500000,인천시 제물포,인천시제물포,45
2812500000,인천시 제물포구,인천시제물포구,15
2818500000,인천 연수,인천연수,45
2818500000,인천 연수구,인천연수구,15
2815500000,인천 영종,인천영종,45
2815500000,인천 영종구,인천영종구,15
2872000000,인천 옹진,인천옹진,45
2872000000,인천 옹진군,인천옹진군,15
2812500000,인천 제물포,인천제물포,45
2812500000,인천 제물포구,인천제물포구,15
5275000000,임실,임실,50
5275000000,임실군,임실군,20
1284000000,장성,장성,50
1284000000,장성군,장성군,20
5274000000,장수,장수,50
5274000000,장수군,장수군,20
1277000000,장흥,장흥,50
1277000000,장흥군,장흥군,20
1200000000,전남,전남,30
1278000000,전남 강진,전남강진,45
1278000000,전남 강진군,전남강진군,15
1274000000,전남 고흥,전남고흥,45
1274000000,전남 고흥군,전남고흥군,15
1272000000,전남 곡성,전남곡성,45
1272000000,전남 곡성군,전남곡성군,15
1219000000,전남 광양,전남광양,45
1219000000,전남 광양시,전남광양시,15
1200000000,전남광주,전남광주,30
1200000000,전남광주통합,전남광주통합,30
1273000000,전남 구례,전남구례,45
1273000000,전남 구례군,전남구례군,15
1217000000,전남 나주,전남나주,45
1217000000,전남 나주시,전남나주시,15
1271000000,전남 담양,전남담양,45
1271000000,전남 담양군,전남담양군,15
1211000000,전남 목포,전남목포,45
1211000000,전남 목포시,전남목포시,15
1281000000,전남 무안,전남무안,45
1281000000,전남 무안군,전남무안군,15
1275000000,전남 보성,전남보성,45
1275000000,전남 보성군,전남보성군,15
1215000000,전남 순천,전남순천,45
1215000000,전남 순천시,전남순천시,15
1287000000,전남 신안,전남신안,45
1287000000,전남 신안군,전남신안군,15
1213000000,전남 여수,전남여수,45
1213000000,전남 여수시,전남여수시,15
1283000000,전남 영광,전남영광,45
1283000000,전남 영광군,전남영광군,15
1280000000,전남 영암,전남영암,45
1280000000,전남 영암군,전남영암군,15
1285000000,전남 완도,전남완도,45
1285000000,전남 완도군,전남완도군,15
1284000000,전남 장성,전남장성,45
1284000000,전남 장성군,전남장성군,15
1277000000,전남 장흥,전남장흥,45
1277000000,전남 장흥군,전남장흥군,15
1286000000,전남 진도,전남진도,45
1286000000,전남 진도군,전남진도군,15
1282000000,전남 함평,전남함평,45
1282000000,전남 함평군,전남함평군,15
1279000000,전남 해남,전남해남,45
1279000000,전남 해남군,전남해남군,15
1276000000,전남 화순,전남화순,45
1276000000,전남 화순군,전남화순군,15
1200000000,전라남도,전라남도,30
1278000000,전라남도 강진,전라남도강진,45
1278000000,전라남도 강진군,전라남도강진군,15
1274000000,전라남도 고흥,전라남도고흥,45
1274000000,전라남도 고흥군,전라남도고흥군,15
1272000000,전라남도 곡성,전라남도곡성,45
1272000000,전라남도 곡성군,전라남도곡성군,15
1219000000,전라남도 광양,전라남도광양,45
1219000000,전라남도 광양시,전라남도광양시,15
1273000000,전라남도 구례,전라남도구례,45
1273000000,전라남도 구례군,전라남도구례군,15
1217000000,전라남도 나주,전라남도나주,45
1217000000,전라남도 나주시,전라남도나주시,15
1271000000,전라남도 담양,전라남도담양,45
1271000000,전라남도 담양군,전라남도담양군,15
1211000000,전라남도 목포,전라남도목포,45
1211000000,전라남도 목포시,전라남도목포시,15
1281000000,전라남도 무안,전라남도무안,45
1281000000,전라남도 무안군,전라남도무안군,15
1275000000,전라남도 보성,전라남도보성,45
1275000000,전라남도 보성군,전라남도보성군,15
1215000000,전라남도 순천,전라남도순천,45
1215000000,전라남도 순천시,전라남도순천시,15
1287000000,전라남도 신안,전라남도신안,45
1287000000,전라남도 신안군,전라남도신안군,15
1213000000,전라남도 여수,전라남도여수,45
1213000000,전라남도 여수시,전라남도여수시,15
1283000000,전라남도 영광,전라남도영광,45
1283000000,전라남도 영광군,전라남도영광군,15
1280000000,전라남도 영암,전라남도영암,45
1280000000,전라남도 영암군,전라남도영암군,15
1285000000,전라남도 완도,전라남도완도,45
1285000000,전라남도 완도군,전라남도완도군,15
1284000000,전라남도 장성,전라남도장성,45
1284000000,전라남도 장성군,전라남도장성군,15
1277000000,전라남도 장흥,전라남도장흥,45
1277000000,전라남도 장흥군,전라남도장흥군,15
1286000000,전라남도 진도,전라남도진도,45
1286000000,전라남도 진도군,전라남도진도군,15
1282000000,전라남도 함평,전라남도함평,45
1282000000,전라남도 함평군,전라남도함평군,15
1279000000,전라남도 해남,전라남도해남,45
1279000000,전라남도 해남군,전라남도해남군,15
1276000000,전라남도 화순,전라남도화순,45
1276000000,전라남도 화순군,전라남도화순군,15
5200000000,전라북도,전라북도,30
5279000000,전라북도 고창,전라북도고창,45
5279000000,전라북도 고창군,전라북도고창군,15
5213000000,전라북도 군산,전라북도군산,45
5213000000,전라북도 군산시,전라북도군산시,15
5221000000,전라북도 김제,전라북도김제,45
5221000000,전라북도 김제시,전라북도김제시,15
5219000000,전라북도 남원,전라북도남원,45
5219000000,전라북도 남원시,전라북도남원시,15
5273000000,전라북도 무주,전라북도무주,45
5273000000,전라북도 무주군,전라북도무주군,15
5280000000,전라북도 부안,전라북도부안,45
5280000000,전라북도 부안군,전라북도부안군,15
5277000000,전라북도 순창,전라북도순창,45
5277000000,전라북도 순창군,전라북도순창군,15
5271000000,전라북도 완주,전라북도완주,45
5271000000,전라북도 완주군,전라북도완주군,15
5214000000,전라북도 익산,전라북도익산,45
5214000000,전라북도 익산시,전라북도익산시,15
5275000000,전라북도 임실,전라북도임실,45
5275000000,전라북도 임실군,전라북도임실군,15
5274000000,전라북도 장수,전라북도장수,45
5274000000,전라북도 장수군,전라북도장수군,15
5211000000,전라북도 전주,전라북도전주,45
5211000000,전라북도 전주시,전라북도전주시,15
5218000000,전라북도 정읍,전라북도정읍,45
5218000000,전라북도 정읍시,전라북도정읍시,15
5272000000,전라북도 진안,전라북도진안,45
5272000000,전라북도 진안군,전라북도진안군,15
5200000000,전북,전북,30
5279000000,전북 고창,전북고창,45
5279000000,전북 고창군,전북고창군,15
5213000000,전북 군산,전북군산,45
5213000000,전북 군산시,전북군산시,15
5221000000,전북 김제,전북김제,45
5221000000,전북 김제시,전북김제시,15
5219000000,전북 남원,전북남원,45
5219000000,전북 남원시,전북남원시,15
5273000000,전북 무주,전북무주,45
5273000000,전북 무주군,전북무주군,15
5280000000,전북 부안,전북부안,45
5280000000,전북 부안군,전북부안군,15
5277000000,전북 순창,전북순창,45
5277000000,전북 순창군,전북순창군,15
5271000000,전북 완주,전북완주,45
5271000000,전북 완주군,전북완주군,15
5214000000,전북 익산,전북익산,45
5214000000,전북 익산시,전북익산시,15
5275000000,전북 임실,전북임실,45
5275000000,전북 임실군,전북임실군,15
5274000000,전북 장수,전북장수,45
5274000000,전북 장수군,전북장수군,15
5211000000,전북 전주,전북전주,45
5211000000,전북 전주시,전북전주시,15
5218000000,전북 정읍,전북정읍,45
5218000000,전북 정읍시,전북정읍시,15
5272000000,전북 진안,전북진안,45
5272000000,전북 진안군,전북진안군,15
5200000000,전북특별자치도,전북특별자치도,10
5279000000,전북특별자치도 고창군,전북특별자치도고창군,10
5213000000,전북특별자치도 군산시,전북특별자치도군산시,10
5221000000,전북특별자치도 김제시,전북특별자치도김제시,10
5219000000,전북특별자치도 남원시,전북특별자치도남원시,10
5273000000,전북특별자치도 무주군,전북특별자치도무주군,10
5280000000,전북특별자치도 부안군,전북특별자치도부안군,10
5277000000,전북특별자치도 순창군,전북특별자치도순창군,10
5271000000,전북특별자치도 완주군,전북특별자치도완주군,10
5214000000,전북특별자치도 익산시,전북특별자치도익산시,10
5275000000,전북특별자치도 임실군,전북특별자치도임실군,10
5274000000,전북특별자치도 장수군,전북특별자치도장수군,10
5211000000,전북특별자치도 전주시,전북특별자치도전주시,10
5218000000,전북특별자치도 정읍시,전북특별자치도정읍시,10
5272000000,전북특별자치도 진안군,전북특별자치도진안군,10
5211000000,전주,전주,50
5211000000,전주시,전주시,20
5177000000,정선,정선,50
5177000000,정선군,정선군,20
5218000000,정읍,정읍,50
5218000000,정읍시,정읍시,20
2812500000,제물포,제물포,50
2812500000,제물포구,제물포구,20
5000000000,제주,제주,30
5011000000,제주,제주,50
5000000000,제주도,제주도,30
5013000000,제주도 서귀포,제주도서귀포,45
5013000000,제주도 서귀포시,제주도서귀포시,15
5011000000,제주도 제주,제주도제주,45
5011000000,제주도 제주시,제주도제주시,15
5013000000,제주 서귀포,제주서귀포,45
5013000000,제주 서귀포시,제주서귀포시,15
5011000000,제주시,제주시,20
5011000000,제주 제주,제주제주,45
5011000000,제주 제주시,제주제주시,15
5000000000,제주특별자치도,제주특별자치도,10
5013000000,제주특별자치도 서귀포시,제주특별자치도서귀포시,10
5011000000,제주특별자치도 제주시,제주특별자치도제주시,10
4315000000,제천,제천,50
4315000000,제천시,제천시,20
1111000000,종로,종로,50
1111000000,종로구,종로구,20
1114000000,중,중,50
2611000000,중,중,50
2711000000,중,중,50
3014000000,중,중,50
3111000000,중,중,50
1114000000,중구,중구,20
2611000000,중구,중구,20
2711000000,중구,중구,20
3014000000,중구,중구,20
3111000000,중구,중구,20
1126000000,중랑,중랑,50
1126000000,중랑구,중랑구,20
4374500000,증평,증평,50
4374500000,증평군,증평군,20
1286000000,진도,진도,50
1286000000,진도군,진도군,20
5272000000,진안,진안,50
5272000000,진안군,진안군,20
4817000000,진주,진주,50
4817000000,진주시,진주시,20
4375000000,진천,진천,50
4375000000,진천군,진천군,20
4874000000,창녕,창녕,50
4874000000,창녕군,창녕군,20
4812000000,창원,창원,50
4812000000,창원시,창원시,20
4413000000,천안,천안,50
4413000000,천안시,천안시,20
5178000000,철원,철원,50
5178000000,철원군,철원군,20
4782000000,청도,청도,50
4782000000,청도군,청도군,20
4775000000,청송,청송,50
4775000000,청송군,청송군,20
4479000000,청양,청양,50
4479000000,청양군,청양군,20
4311000000,청주,청주,50
4311000000,청주시,청주시,20
5111000000,춘천,춘천,50
5111000000,춘천시,춘천시,20
4400000000,충남,충남,30
4425000000,충남 계룡,충남계룡,45
4425000000,충남 계룡시,충남계룡시,15
4415000000,충남 공주,충남공주,45
4415000000,충남 공주시,충남공주시,15
4471000000,충남 금산,충남금산,45
4471000000,충남 금산군,충남금산군,15
4423000000,충남 논산,충남논산,45
4423000000,충남 논산시,충남논산시,15
4427000000,충남 당진,충남당진,45
4427000000,충남 당진시,충남당진시,15
4418000000,충남 보령,충남보령,45
4418000000,충남 보령시,충남보령시,15
4476000000,충남 부여,충남부여,45
4476000000,충남 부여군,충남부여군,15
4421000000,충남 서산,충남서산,45
4421000000,충남 서산시,충남서산시,15
4477000000,충남 서천,충남서천,45
4477000000,충남 서천군,충남서천군,15
4420000000,충남 아산,충남아산,45
4420000000,충남 아산시,충남아산시,15
4481000000,충남 예산,충남예산,45
4481000000,충남 예산군,충남예산군,15
4413000000,충남 천안,충남천안,45
4413000000,충남 천안시,충남천안시,15
4479000000,충남 청양,충남청양,45
4479000000,충남 청양군,충남청양군,15
4482500000,충남 태안,충남태안,45
4482500000,충남 태안군,충남태안군,15
4480000000,충남 홍성,충남홍성,45
4480000000,충남 홍성군,충남홍성군,15
4300000000,충북,충북,30
4376000000,충북 괴산,충북괴산,45
4376000000,충북 괴산군,충북괴산군,15
4380000000,충북 단양,충북단양,45
4380000000,충북 단양군,충북단양군,15
4372000000,충북 보은,충북보은,45
4372000000,충북 보은군,충북보은군,15
4374000000,충북 영동,충북영동,45
4374000000,충북 영동군,충북영동군,15
4373000000,충북 옥천,충북옥천,45
4373000000,충북 옥천군,충북옥천군,15
4377000000,충북 음성,충북음성,45
4377000000,충북 음성군,충북음성군,15
4315000000,충북 제천,충북제천,45
4315000000,충북 제천시,충북제천시,15
4374500000,충북 증평,충북증평,45
4374500000,충북 증평군,충북증평군,15
4375000000,충북 진천,충북진천,45
4375000000,충북 진천군,충북진천군,15
4311000000,충북 청주,충북청주,45
4311000000,충북 청주시,충북청주시,15
4313000000,충북 충주,충북충주,45
4313000000,충북 충주시,충북충주시,15
4313000000,충주,충주,50
4313000000,충주시,충주시,20
4400000000,충청남도,충청남도,10
4425000000,충청남도 계룡시,충청남도계룡시,10
4415000000,충청남도 공주시,충청남도공주시,10
4471000000,충청남도 금산군,충청남도금산군,10
4423000000,충청남도 논산시,충청남도논산시,10
4427000000,충청남도 당진시,충청남도당진시,10
4418000000,충청남도 보령시,충청남도보령시,10
4476000000,충청남도 부여군,충청남도부여군,10
4421000000,충청남도 서산시,충청남도서산시,10
4477000000,충청남도 서천군,충청남도서천군,10
4420000000,충청남도 아산시,충청남도아산시,10
4481000000,충청남도 예산군,충청남도예산군,10
4413000000,충청남도 천안시,충청남도천안시,10
4479000000,충청남도 청양군,충청남도청양군,10
4482500000,충청남도 태안군,충청남도태안군,10
4480000000,충청남도 홍성군,충청남도홍성군,10
4300000000,충청북도,충청북도,10
4376000000,충청북도 괴산군,충청북도괴산군,10
4380000000,충청북도 단양군,충청북도단양군,10
4372000000,충청북도 보은군,충청북도보은군,10
4374000000,충청북도 영동군,충청북도영동군,10
4373000000,충청북도 옥천군,충청북도옥천군,10
4377000000,충청북도 음성군,충청북도음성군,10
4315000000,충청북도 제천시,충청북도제천시,10
4374500000,충청북도 증평군,충청북도증평군,10
4375000000,충청북도 진천군,충청북도진천군,10
4311000000,충청북도 청주시,충청북도청주시,10
4313000000,충청북도 충주시,충청북도충주시,10
4785000000,칠곡,칠곡,50
4785000000,칠곡군,칠곡군,20
5119000000,태백,태백,50
5119000000,태백시,태백시,20
4482500000,태안,태안,50
4482500000,태안군,태안군,20
4822000000,통영,통영,50
4822000000,통영시,통영시,20
4148000000,파주,파주,50
4148000000,파주시,파주시,20
5176000000,평창,평창,50
5176000000,평창군,평창군,20
4122000000,평택,평택,50
4122000000,평택시,평택시,20
4165000000,포천,포천,50
4165000000,포천시,포천시,20
4711000000,포항,포항,50
4711000000,포항시,포항시,20
4145000000,하남,하남,50
4145000000,하남시,하남시,20
4885000000,하동,하동,50
4885000000,하동군,하동군,20
4873000000,함안,함안,50
4873000000,함안군,함안군,20
4887000000,함양,함양,50
4887000000,함양군,함양군,20
1282000000,함평,함평,50
1282000000,함평군,함평군,20
4889000000,합천,합천,50
4889000000,합천군,합천군,20
1279000000,해남,해남,50
1279000000,해남군,해남군,20
2635000000,해운대,해운대,50
2635000000,해운대구,해운대구,20
4480000000,홍성,홍성,50
4480000000,홍성군,홍성군,20
5172000000,홍천,홍천,50
5172000000,홍천군,홍천군,20
4159000000,화성,화성,50
4159000000,화성시,화성시,20
1276000000,화순,화순,50
1276000000,화순군,화순군,20
5179000000,화천,화천,50
5179000000,화천군,화천군,20
5173000000,횡성,횡성,50
5173000000,횡성군,횡성군,20
9999000001,중구,중구,50
9999000001,인천 중구,인천중구,45
9999000001,인천시 중구,인천시중구,45
9999000001,인천광역시 중구,인천광역시중구,10
